Timestamp: 2021-11-03 19:12:17.761657 | ProcessId: validator_4 | Action: Initial configuration | Object: {'nvalidators': 7, 'nfaulty': 2, 'nclients': 6, 'nclientops': 9, 'sleeptime': 1, 'clienttimeout': 10, 'delta': 4, 'window_size': 5, 'exclude_size': 3, 'failure_config': FailureConfig(failures=[Failure(src='_', dest='leader', msg_type=<MsgType.Vote: 4>, round=2, prob=1, fail_type=<FailType.MsgLoss: 1>, val=None, attr=None), Failure(src='_', dest='_', msg_type=<MsgType.Timeout: 3>, round=2, prob=0.25, fail_type=<FailType.MsgLoss: 1>, val=None, attr=None)], seed=637713655)} |
Timestamp: 2021-11-03 19:12:51.294704 | ProcessId: validator_4 | Event: Received | MsgType: Proposal | From: validator_0 | Msg: {'block': {'author': 0, 'round': 31, 'payload': [{'req_id': '5_3', 'command': '5-3', 'client': [7195121133721359005206549, 1, {}, '', '', '127.0.0.1', [33122, 11490]]}], 'qc': {'vote_info': {'id': [49, 97, 53, 100, 100, 102, 56, 100, 53, 54, 100, 57, 54, 97, 98, 57, 99, 101, 53, 97, 98, 54, 100, 97, 49, 98, 57, 53, 57, 98, 98, 55, 48, 55, 51, 49, 51, 57, 102, 57, 100, 54, 98, 55, 100, 55, 49, 99, 98, 54, 56, 99, 100, 101, 97, 100, 56, 100, 50, 102, 49, 100, 101, 102], 'round': 30, 'parent_id': [55, 51, 53, 54, 52, 101, 51, 100, 50, 48, 99, 99, 100, 52, 57, 50, 98, 48, 53, 50, 97, 53, 53, 97, 56, 100, 48, 99, 54, 48, 55, 97, 102, 54, 53, 97, 48, 101, 51, 97, 102, 102, 53, 97, 100, 101, 98, 53, 56, 99, 50, 101, 48, 100, 48, 53, 55, 56, 51, 98, 51, 55, 98, 57], 'parent_round': 29, 'exec_state_id': [57, 98, 97, 101, 101, 100, 99, 53, 53, 97, 97, 48, 97, 53, 57, 53, 99, 51, 55, 50, 98, 52, 53, 100, 100, 102, 98, 51, 98, 57, 53, 54, 57, 101, 51, 101, 51, 51, 52, 54, 49, 51, 102, 97, 53, 101, 99, 49, 102, 102, 99, 52, 52, 51, 49, 102, 52, 100, 100, 56, 99, 98, 56, 49]}, 'ledger_commit_info': {'commit_state_id': [101, 51, 100, 100, 98, 97, 55, 48, 97, 98, 101, 101, 52, 50, 51, 56, 55, 53, 101, 100, 56, 100, 57, 53, 48, 55, 55, 99, 100, 99, 48, 56, 52, 100, 56, 57, 56, 102, 97, 53, 98, 55, 48, 100, 50, 54, 49, 48, 50, 56, 54, 98, 55, 51, 48, 52, 52, 57, 49, 102, 99, 98, 48, 50], 'vote_info_hash': [52, 56, 51, 55, 48, 56, 51, 97, 102, 48, 102, 53, 97, 102, 99, 56, 53, 100, 102, 50, 97, 51, 101, 51, 101, 56, 102, 48, 53, 101, 101, 99, 98, 57, 56, 100, 57, 98, 56, 99, 49, 57, 56, 102, 52, 101, 48, 99, 55, 50, 100, 54, 55, 57, 101, 57, 50, 54, 102, 56, 52, 55, 97, 52]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 0, 'signers': [0, 2, 3, 4, 1], 'author_signature': {}}, 'id': [56, 52, 55, 52, 50, 48, 52, 50, 50, 57, 56, 54, 52, 51, 49, 53, 55, 101, 49, 51, 53, 51, 101, 102, 56, 102, 57, 52, 97, 55, 98, 52, 101, 102, 97, 54, 53, 98, 50, 98, 100, 98, 98, 102, 99, 102, 53, 102, 100, 99, 101, 57, 51, 50, 48, 49, 102, 55, 102, 53, 54, 56, 101, 102], 'author_signature': {}}, 'last_round_tc': None, 'high_commit_qc': {'vote_info': {'id': [49, 97, 53, 100, 100, 102, 56, 100, 53, 54, 100, 57, 54, 97, 98, 57, 99, 101, 53, 97, 98, 54, 100, 97, 49, 98, 57, 53, 57, 98, 98, 55, 48, 55, 51, 49, 51, 57, 102, 57, 100, 54, 98, 55, 100, 55, 49, 99, 98, 54, 56, 99, 100, 101, 97, 100, 56, 100, 50, 102, 49, 100, 101, 102], 'round': 30, 'parent_id': [55, 51, 53, 54, 52, 101, 51, 100, 50, 48, 99, 99, 100, 52, 57, 50, 98, 48, 53, 50, 97, 53, 53, 97, 56, 100, 48, 99, 54, 48, 55, 97, 102, 54, 53, 97, 48, 101, 51, 97, 102, 102, 53, 97, 100, 101, 98, 53, 56, 99, 50, 101, 48, 100, 48, 53, 55, 56, 51, 98, 51, 55, 98, 57], 'parent_round': 29, 'exec_state_id': [57, 98, 97, 101, 101, 100, 99, 53, 53, 97, 97, 48, 97, 53, 57, 53, 99, 51, 55, 50, 98, 52, 53, 100, 100, 102, 98, 51, 98, 57, 53, 54, 57, 101, 51, 101, 51, 51, 52, 54, 49, 51, 102, 97, 53, 101, 99, 49, 102, 102, 99, 52, 52, 51, 49, 102, 52, 100, 100, 56, 99, 98, 56, 49]}, 'ledger_commit_info': {'commit_state_id': [101, 51, 100, 100, 98, 97, 55, 48, 97, 98, 101, 101, 52, 50, 51, 56, 55, 53, 101, 100, 56, 100, 57, 53, 48, 55, 55, 99, 100, 99, 48, 56, 52, 100, 56, 57, 56, 102, 97, 53, 98, 55, 48, 100, 50, 54, 49, 48, 50, 56, 54, 98, 55, 51, 48, 52, 52, 57, 49, 102, 99, 98, 48, 50], 'vote_info_hash': [52, 56, 51, 55, 48, 56, 51, 97, 102, 48, 102, 53, 97, 102, 99, 56, 53, 100, 102, 50, 97, 51, 101, 51, 101, 56, 102, 48, 53, 101, 101, 99, 98, 57, 56, 100, 57, 98, 56, 99, 49, 57, 56, 102, 52, 101, 48, 99, 55, 50, 100, 54, 55, 57, 101, 57, 50, 54, 102, 56, 52, 55, 97, 52]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 0, 'signers': [0, 2, 3, 4, 1], 'author_signature': {}}, 'sender': 0, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.295284 | ProcessId: validator_4 | Action: Verified ProposalMsg signature | Object: True |
Timestamp: 2021-11-03 19:12:51.295538 | ProcessId: validator_4 | Action: Committed blocks to ledger | Object: [b'73564e3d20ccd492b052a55a8d0c607af65a0e3aff5adeb58c2e0d05783b37b9'] |
Timestamp: 2021-11-03 19:12:51.295990 | ProcessId: validator_4 | Event: Sent | MsgType: Response | To: client_2 | Msg: {'req_id': '2_3', 'resp_status': 'success'}
Timestamp: 2021-11-03 19:12:51.297476 | ProcessId: validator_4 | Action: Advancing to round due to QC | Object: 31 |
Timestamp: 2021-11-03 19:12:51.300403 | ProcessId: validator_4 | Event: Sent | MsgType: Vote | To: validator_3 | Msg: {'vote_info': {'id': [56, 52, 55, 52, 50, 48, 52, 50, 50, 57, 56, 54, 52, 51, 49, 53, 55, 101, 49, 51, 53, 51, 101, 102, 56, 102, 57, 52, 97, 55, 98, 52, 101, 102, 97, 54, 53, 98, 50, 98, 100, 98, 98, 102, 99, 102, 53, 102, 100, 99, 101, 57, 51, 50, 48, 49, 102, 55, 102, 53, 54, 56, 101, 102], 'round': 31, 'parent_id': [49, 97, 53, 100, 100, 102, 56, 100, 53, 54, 100, 57, 54, 97, 98, 57, 99, 101, 53, 97, 98, 54, 100, 97, 49, 98, 57, 53, 57, 98, 98, 55, 48, 55, 51, 49, 51, 57, 102, 57, 100, 54, 98, 55, 100, 55, 49, 99, 98, 54, 56, 99, 100, 101, 97, 100, 56, 100, 50, 102, 49, 100, 101, 102], 'parent_round': 30, 'exec_state_id': [48, 49, 101, 53, 54, 99, 54, 55, 53, 49, 53, 53, 51, 100, 49, 98, 48, 102, 55, 57, 49, 100, 53, 99, 98, 51, 55, 54, 102, 51, 101, 54, 53, 98, 51, 55, 49, 102, 51, 100, 98, 53, 48, 97, 98, 97, 50, 50, 53, 102, 99, 100, 98, 56, 102, 48, 97, 57, 52, 51, 49, 49, 52, 55]}, 'ledger_commit_info': {'commit_state_id': [57, 98, 97, 101, 101, 100, 99, 53, 53, 97, 97, 48, 97, 53, 57, 53, 99, 51, 55, 50, 98, 52, 53, 100, 100, 102, 98, 51, 98, 57, 53, 54, 57, 101, 51, 101, 51, 51, 52, 54, 49, 51, 102, 97, 53, 101, 99, 49, 102, 102, 99, 52, 52, 51, 49, 102, 52, 100, 100, 56, 99, 98, 56, 49], 'vote_info_hash': [50, 99, 100, 55, 49, 102, 54, 101, 54, 97, 54, 51, 56, 54, 50, 101, 97, 98, 99, 102, 51, 102, 97, 52, 57, 49, 102, 57, 101, 48, 52, 55, 100, 55, 54, 98, 53, 101, 50, 56, 48, 54, 98, 100, 100, 97, 52, 49, 52, 100, 98, 51, 57, 52, 48, 97, 50, 57, 101, 49, 57, 50, 100, 100]}, 'high_commit_qc': {'vote_info': {'id': [49, 97, 53, 100, 100, 102, 56, 100, 53, 54, 100, 57, 54, 97, 98, 57, 99, 101, 53, 97, 98, 54, 100, 97, 49, 98, 57, 53, 57, 98, 98, 55, 48, 55, 51, 49, 51, 57, 102, 57, 100, 54, 98, 55, 100, 55, 49, 99, 98, 54, 56, 99, 100, 101, 97, 100, 56, 100, 50, 102, 49, 100, 101, 102], 'round': 30, 'parent_id': [55, 51, 53, 54, 52, 101, 51, 100, 50, 48, 99, 99, 100, 52, 57, 50, 98, 48, 53, 50, 97, 53, 53, 97, 56, 100, 48, 99, 54, 48, 55, 97, 102, 54, 53, 97, 48, 101, 51, 97, 102, 102, 53, 97, 100, 101, 98, 53, 56, 99, 50, 101, 48, 100, 48, 53, 55, 56, 51, 98, 51, 55, 98, 57], 'parent_round': 29, 'exec_state_id': [57, 98, 97, 101, 101, 100, 99, 53, 53, 97, 97, 48, 97, 53, 57, 53, 99, 51, 55, 50, 98, 52, 53, 100, 100, 102, 98, 51, 98, 57, 53, 54, 57, 101, 51, 101, 51, 51, 52, 54, 49, 51, 102, 97, 53, 101, 99, 49, 102, 102, 99, 52, 52, 51, 49, 102, 52, 100, 100, 56, 99, 98, 56, 49]}, 'ledger_commit_info': {'commit_state_id': [101, 51, 100, 100, 98, 97, 55, 48, 97, 98, 101, 101, 52, 50, 51, 56, 55, 53, 101, 100, 56, 100, 57, 53, 48, 55, 55, 99, 100, 99, 48, 56, 52, 100, 56, 57, 56, 102, 97, 53, 98, 55, 48, 100, 50, 54, 49, 48, 50, 56, 54, 98, 55, 51, 48, 52, 52, 57, 49, 102, 99, 98, 48, 50], 'vote_info_hash': [52, 56, 51, 55, 48, 56, 51, 97, 102, 48, 102, 53, 97, 102, 99, 56, 53, 100, 102, 50, 97, 51, 101, 51, 101, 56, 102, 48, 53, 101, 101, 99, 98, 57, 56, 100, 57, 98, 56, 99, 49, 57, 56, 102, 52, 101, 48, 99, 55, 50, 100, 54, 55, 57, 101, 57, 50, 54, 102, 56, 52, 55, 97, 52]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 0, 'signers': [0, 2, 3, 4, 1], 'author_signature': {}}, 'sender': 4, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.312358 | ProcessId: validator_4 | Event: Received | MsgType: Proposal | From: validator_3 | Msg: {'block': {'author': 3, 'round': 32, 'payload': [{'req_id': '3_5', 'command': '3-5', 'client': [7195121133162807098296337, 1, {}, '', '', '127.0.0.1', [39363, 33824]]}], 'qc': {'vote_info': {'id': [56, 52, 55, 52, 50, 48, 52, 50, 50, 57, 56, 54, 52, 51, 49, 53, 55, 101, 49, 51, 53, 51, 101, 102, 56, 102, 57, 52, 97, 55, 98, 52, 101, 102, 97, 54, 53, 98, 50, 98, 100, 98, 98, 102, 99, 102, 53, 102, 100, 99, 101, 57, 51, 50, 48, 49, 102, 55, 102, 53, 54, 56, 101, 102], 'round': 31, 'parent_id': [49, 97, 53, 100, 100, 102, 56, 100, 53, 54, 100, 57, 54, 97, 98, 57, 99, 101, 53, 97, 98, 54, 100, 97, 49, 98, 57, 53, 57, 98, 98, 55, 48, 55, 51, 49, 51, 57, 102, 57, 100, 54, 98, 55, 100, 55, 49, 99, 98, 54, 56, 99, 100, 101, 97, 100, 56, 100, 50, 102, 49, 100, 101, 102], 'parent_round': 30, 'exec_state_id': [48, 49, 101, 53, 54, 99, 54, 55, 53, 49, 53, 53, 51, 100, 49, 98, 48, 102, 55, 57, 49, 100, 53, 99, 98, 51, 55, 54, 102, 51, 101, 54, 53, 98, 51, 55, 49, 102, 51, 100, 98, 53, 48, 97, 98, 97, 50, 50, 53, 102, 99, 100, 98, 56, 102, 48, 97, 57, 52, 51, 49, 49, 52, 55]}, 'ledger_commit_info': {'commit_state_id': [57, 98, 97, 101, 101, 100, 99, 53, 53, 97, 97, 48, 97, 53, 57, 53, 99, 51, 55, 50, 98, 52, 53, 100, 100, 102, 98, 51, 98, 57, 53, 54, 57, 101, 51, 101, 51, 51, 52, 54, 49, 51, 102, 97, 53, 101, 99, 49, 102, 102, 99, 52, 52, 51, 49, 102, 52, 100, 100, 56, 99, 98, 56, 49], 'vote_info_hash': [50, 99, 100, 55, 49, 102, 54, 101, 54, 97, 54, 51, 56, 54, 50, 101, 97, 98, 99, 102, 51, 102, 97, 52, 57, 49, 102, 57, 101, 48, 52, 55, 100, 55, 54, 98, 53, 101, 50, 56, 48, 54, 98, 100, 100, 97, 52, 49, 52, 100, 98, 51, 57, 52, 48, 97, 50, 57, 101, 49, 57, 50, 100, 100]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 3, 'signers': [3, 1, 2, 4, 6], 'author_signature': {}}, 'id': [54, 98, 54, 56, 98, 50, 51, 57, 53, 52, 52, 48, 52, 98, 48, 98, 52, 51, 53, 98, 101, 101, 49, 102, 50, 101, 99, 52, 55, 50, 51, 56, 50, 56, 98, 51, 101, 56, 52, 97, 53, 98, 49, 52, 55, 55, 48, 100, 50, 53, 57, 55, 52, 49, 97, 49, 50, 49, 50, 50, 99, 53, 57, 102], 'author_signature': {}}, 'last_round_tc': None, 'high_commit_qc': {'vote_info': {'id': [56, 52, 55, 52, 50, 48, 52, 50, 50, 57, 56, 54, 52, 51, 49, 53, 55, 101, 49, 51, 53, 51, 101, 102, 56, 102, 57, 52, 97, 55, 98, 52, 101, 102, 97, 54, 53, 98, 50, 98, 100, 98, 98, 102, 99, 102, 53, 102, 100, 99, 101, 57, 51, 50, 48, 49, 102, 55, 102, 53, 54, 56, 101, 102], 'round': 31, 'parent_id': [49, 97, 53, 100, 100, 102, 56, 100, 53, 54, 100, 57, 54, 97, 98, 57, 99, 101, 53, 97, 98, 54, 100, 97, 49, 98, 57, 53, 57, 98, 98, 55, 48, 55, 51, 49, 51, 57, 102, 57, 100, 54, 98, 55, 100, 55, 49, 99, 98, 54, 56, 99, 100, 101, 97, 100, 56, 100, 50, 102, 49, 100, 101, 102], 'parent_round': 30, 'exec_state_id': [48, 49, 101, 53, 54, 99, 54, 55, 53, 49, 53, 53, 51, 100, 49, 98, 48, 102, 55, 57, 49, 100, 53, 99, 98, 51, 55, 54, 102, 51, 101, 54, 53, 98, 51, 55, 49, 102, 51, 100, 98, 53, 48, 97, 98, 97, 50, 50, 53, 102, 99, 100, 98, 56, 102, 48, 97, 57, 52, 51, 49, 49, 52, 55]}, 'ledger_commit_info': {'commit_state_id': [57, 98, 97, 101, 101, 100, 99, 53, 53, 97, 97, 48, 97, 53, 57, 53, 99, 51, 55, 50, 98, 52, 53, 100, 100, 102, 98, 51, 98, 57, 53, 54, 57, 101, 51, 101, 51, 51, 52, 54, 49, 51, 102, 97, 53, 101, 99, 49, 102, 102, 99, 52, 52, 51, 49, 102, 52, 100, 100, 56, 99, 98, 56, 49], 'vote_info_hash': [50, 99, 100, 55, 49, 102, 54, 101, 54, 97, 54, 51, 56, 54, 50, 101, 97, 98, 99, 102, 51, 102, 97, 52, 57, 49, 102, 57, 101, 48, 52, 55, 100, 55, 54, 98, 53, 101, 50, 56, 48, 54, 98, 100, 100, 97, 52, 49, 52, 100, 98, 51, 57, 52, 48, 97, 50, 57, 101, 49, 57, 50, 100, 100]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 3, 'signers': [3, 1, 2, 4, 6], 'author_signature': {}}, 'sender': 3, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.312913 | ProcessId: validator_4 | Action: Verified ProposalMsg signature | Object: True |
Timestamp: 2021-11-03 19:12:51.313407 | ProcessId: validator_4 | Action: Committed blocks to ledger | Object: [b'1a5ddf8d56d96ab9ce5ab6da1b959bb7073139f9d6b7d71cb68cdead8d2f1def'] |
Timestamp: 2021-11-03 19:12:51.313910 | ProcessId: validator_4 | Event: Sent | MsgType: Response | To: client_1 | Msg: {'req_id': '1_5', 'resp_status': 'success'}
Timestamp: 2021-11-03 19:12:51.317633 | ProcessId: validator_4 | Action: Advancing to round due to QC | Object: 32 |
Timestamp: 2021-11-03 19:12:51.319400 | ProcessId: validator_4 | Event: Sent | MsgType: Vote | To: validator_1 | Msg: {'vote_info': {'id': [54, 98, 54, 56, 98, 50, 51, 57, 53, 52, 52, 48, 52, 98, 48, 98, 52, 51, 53, 98, 101, 101, 49, 102, 50, 101, 99, 52, 55, 50, 51, 56, 50, 56, 98, 51, 101, 56, 52, 97, 53, 98, 49, 52, 55, 55, 48, 100, 50, 53, 57, 55, 52, 49, 97, 49, 50, 49, 50, 50, 99, 53, 57, 102], 'round': 32, 'parent_id': [56, 52, 55, 52, 50, 48, 52, 50, 50, 57, 56, 54, 52, 51, 49, 53, 55, 101, 49, 51, 53, 51, 101, 102, 56, 102, 57, 52, 97, 55, 98, 52, 101, 102, 97, 54, 53, 98, 50, 98, 100, 98, 98, 102, 99, 102, 53, 102, 100, 99, 101, 57, 51, 50, 48, 49, 102, 55, 102, 53, 54, 56, 101, 102], 'parent_round': 31, 'exec_state_id': [49, 50, 50, 48, 52, 98, 57, 49, 99, 48, 51, 54, 101, 49, 51, 51, 97, 97, 102, 52, 99, 51, 56, 56, 53, 54, 97, 99, 97, 101, 51, 52, 51, 102, 49, 57, 55, 102, 102, 97, 55, 54, 51, 100, 53, 101, 100, 56, 57, 53, 99, 57, 98, 99, 49, 53, 55, 50, 51, 52, 101, 55, 99, 50]}, 'ledger_commit_info': {'commit_state_id': [48, 49, 101, 53, 54, 99, 54, 55, 53, 49, 53, 53, 51, 100, 49, 98, 48, 102, 55, 57, 49, 100, 53, 99, 98, 51, 55, 54, 102, 51, 101, 54, 53, 98, 51, 55, 49, 102, 51, 100, 98, 53, 48, 97, 98, 97, 50, 50, 53, 102, 99, 100, 98, 56, 102, 48, 97, 57, 52, 51, 49, 49, 52, 55], 'vote_info_hash': [55, 54, 97, 51, 51, 50, 98, 53, 56, 52, 53, 51, 99, 98, 98, 99, 48, 54, 49, 99, 99, 99, 56, 56, 97, 52, 52, 54, 52, 50, 101, 53, 50, 55, 52, 49, 49, 100, 101, 57, 52, 50, 50, 102, 97, 102, 50, 97, 98, 99, 56, 57, 50, 54, 51, 51, 55, 57, 48, 49, 54, 54, 102, 49]}, 'high_commit_qc': {'vote_info': {'id': [56, 52, 55, 52, 50, 48, 52, 50, 50, 57, 56, 54, 52, 51, 49, 53, 55, 101, 49, 51, 53, 51, 101, 102, 56, 102, 57, 52, 97, 55, 98, 52, 101, 102, 97, 54, 53, 98, 50, 98, 100, 98, 98, 102, 99, 102, 53, 102, 100, 99, 101, 57, 51, 50, 48, 49, 102, 55, 102, 53, 54, 56, 101, 102], 'round': 31, 'parent_id': [49, 97, 53, 100, 100, 102, 56, 100, 53, 54, 100, 57, 54, 97, 98, 57, 99, 101, 53, 97, 98, 54, 100, 97, 49, 98, 57, 53, 57, 98, 98, 55, 48, 55, 51, 49, 51, 57, 102, 57, 100, 54, 98, 55, 100, 55, 49, 99, 98, 54, 56, 99, 100, 101, 97, 100, 56, 100, 50, 102, 49, 100, 101, 102], 'parent_round': 30, 'exec_state_id': [48, 49, 101, 53, 54, 99, 54, 55, 53, 49, 53, 53, 51, 100, 49, 98, 48, 102, 55, 57, 49, 100, 53, 99, 98, 51, 55, 54, 102, 51, 101, 54, 53, 98, 51, 55, 49, 102, 51, 100, 98, 53, 48, 97, 98, 97, 50, 50, 53, 102, 99, 100, 98, 56, 102, 48, 97, 57, 52, 51, 49, 49, 52, 55]}, 'ledger_commit_info': {'commit_state_id': [57, 98, 97, 101, 101, 100, 99, 53, 53, 97, 97, 48, 97, 53, 57, 53, 99, 51, 55, 50, 98, 52, 53, 100, 100, 102, 98, 51, 98, 57, 53, 54, 57, 101, 51, 101, 51, 51, 52, 54, 49, 51, 102, 97, 53, 101, 99, 49, 102, 102, 99, 52, 52, 51, 49, 102, 52, 100, 100, 56, 99, 98, 56, 49], 'vote_info_hash': [50, 99, 100, 55, 49, 102, 54, 101, 54, 97, 54, 51, 56, 54, 50, 101, 97, 98, 99, 102, 51, 102, 97, 52, 57, 49, 102, 57, 101, 48, 52, 55, 100, 55, 54, 98, 53, 101, 50, 56, 48, 54, 98, 100, 100, 97, 52, 49, 52, 100, 98, 51, 57, 52, 48, 97, 50, 57, 101, 49, 57, 50, 100, 100]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 3, 'signers': [3, 1, 2, 4, 6], 'author_signature': {}}, 'sender': 4, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.329794 | ProcessId: validator_4 | Event: Received | MsgType: Proposal | From: validator_1 | Msg: {'block': {'author': 1, 'round': 33, 'payload': [{'req_id': '1_6', 'command': '1-6', 'client': [7195121133307942633162770, 1, {}, '', '', '127.0.0.1', [11443, 39113]]}], 'qc': {'vote_info': {'id': [54, 98, 54, 56, 98, 50, 51, 57, 53, 52, 52, 48, 52, 98, 48, 98, 52, 51, 53, 98, 101, 101, 49, 102, 50, 101, 99, 52, 55, 50, 51, 56, 50, 56, 98, 51, 101, 56, 52, 97, 53, 98, 49, 52, 55, 55, 48, 100, 50, 53, 57, 55, 52, 49, 97, 49, 50, 49, 50, 50, 99, 53, 57, 102], 'round': 32, 'parent_id': [56, 52, 55, 52, 50, 48, 52, 50, 50, 57, 56, 54, 52, 51, 49, 53, 55, 101, 49, 51, 53, 51, 101, 102, 56, 102, 57, 52, 97, 55, 98, 52, 101, 102, 97, 54, 53, 98, 50, 98, 100, 98, 98, 102, 99, 102, 53, 102, 100, 99, 101, 57, 51, 50, 48, 49, 102, 55, 102, 53, 54, 56, 101, 102], 'parent_round': 31, 'exec_state_id': [49, 50, 50, 48, 52, 98, 57, 49, 99, 48, 51, 54, 101, 49, 51, 51, 97, 97, 102, 52, 99, 51, 56, 56, 53, 54, 97, 99, 97, 101, 51, 52, 51, 102, 49, 57, 55, 102, 102, 97, 55, 54, 51, 100, 53, 101, 100, 56, 57, 53, 99, 57, 98, 99, 49, 53, 55, 50, 51, 52, 101, 55, 99, 50]}, 'ledger_commit_info': {'commit_state_id': [48, 49, 101, 53, 54, 99, 54, 55, 53, 49, 53, 53, 51, 100, 49, 98, 48, 102, 55, 57, 49, 100, 53, 99, 98, 51, 55, 54, 102, 51, 101, 54, 53, 98, 51, 55, 49, 102, 51, 100, 98, 53, 48, 97, 98, 97, 50, 50, 53, 102, 99, 100, 98, 56, 102, 48, 97, 57, 52, 51, 49, 49, 52, 55], 'vote_info_hash': [55, 54, 97, 51, 51, 50, 98, 53, 56, 52, 53, 51, 99, 98, 98, 99, 48, 54, 49, 99, 99, 99, 56, 56, 97, 52, 52, 54, 52, 50, 101, 53, 50, 55, 52, 49, 49, 100, 101, 57, 52, 50, 50, 102, 97, 102, 50, 97, 98, 99, 56, 57, 50, 54, 51, 51, 55, 57, 48, 49, 54, 54, 102, 49]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 1, 'signers': [1, 0, 2, 5, 3], 'author_signature': {}}, 'id': [99, 48, 48, 97, 56, 51, 98, 101, 51, 101, 50, 56, 102, 54, 97, 99, 101, 48, 53, 56, 54, 55, 100, 101, 48, 100, 102, 54, 98, 49, 54, 54, 52, 102, 53, 57, 56, 51, 57, 50, 52, 50, 102, 99, 99, 49, 52, 99, 51, 100, 49, 99, 98, 101, 57, 48, 56, 51, 97, 100, 98, 100, 53, 55], 'author_signature': {}}, 'last_round_tc': None, 'high_commit_qc': {'vote_info': {'id': [54, 98, 54, 56, 98, 50, 51, 57, 53, 52, 52, 48, 52, 98, 48, 98, 52, 51, 53, 98, 101, 101, 49, 102, 50, 101, 99, 52, 55, 50, 51, 56, 50, 56, 98, 51, 101, 56, 52, 97, 53, 98, 49, 52, 55, 55, 48, 100, 50, 53, 57, 55, 52, 49, 97, 49, 50, 49, 50, 50, 99, 53, 57, 102], 'round': 32, 'parent_id': [56, 52, 55, 52, 50, 48, 52, 50, 50, 57, 56, 54, 52, 51, 49, 53, 55, 101, 49, 51, 53, 51, 101, 102, 56, 102, 57, 52, 97, 55, 98, 52, 101, 102, 97, 54, 53, 98, 50, 98, 100, 98, 98, 102, 99, 102, 53, 102, 100, 99, 101, 57, 51, 50, 48, 49, 102, 55, 102, 53, 54, 56, 101, 102], 'parent_round': 31, 'exec_state_id': [49, 50, 50, 48, 52, 98, 57, 49, 99, 48, 51, 54, 101, 49, 51, 51, 97, 97, 102, 52, 99, 51, 56, 56, 53, 54, 97, 99, 97, 101, 51, 52, 51, 102, 49, 57, 55, 102, 102, 97, 55, 54, 51, 100, 53, 101, 100, 56, 57, 53, 99, 57, 98, 99, 49, 53, 55, 50, 51, 52, 101, 55, 99, 50]}, 'ledger_commit_info': {'commit_state_id': [48, 49, 101, 53, 54, 99, 54, 55, 53, 49, 53, 53, 51, 100, 49, 98, 48, 102, 55, 57, 49, 100, 53, 99, 98, 51, 55, 54, 102, 51, 101, 54, 53, 98, 51, 55, 49, 102, 51, 100, 98, 53, 48, 97, 98, 97, 50, 50, 53, 102, 99, 100, 98, 56, 102, 48, 97, 57, 52, 51, 49, 49, 52, 55], 'vote_info_hash': [55, 54, 97, 51, 51, 50, 98, 53, 56, 52, 53, 51, 99, 98, 98, 99, 48, 54, 49, 99, 99, 99, 56, 56, 97, 52, 52, 54, 52, 50, 101, 53, 50, 55, 52, 49, 49, 100, 101, 57, 52, 50, 50, 102, 97, 102, 50, 97, 98, 99, 56, 57, 50, 54, 51, 51, 55, 57, 48, 49, 54, 54, 102, 49]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 1, 'signers': [1, 0, 2, 5, 3], 'author_signature': {}}, 'sender': 1, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.330371 | ProcessId: validator_4 | Action: Verified ProposalMsg signature | Object: True |
Timestamp: 2021-11-03 19:12:51.330606 | ProcessId: validator_4 | Action: Committed blocks to ledger | Object: [b'84742042298643157e1353ef8f94a7b4efa65b2bdbbfcf5fdce93201f7f568ef'] |
Timestamp: 2021-11-03 19:12:51.331623 | ProcessId: validator_4 | Event: Sent | MsgType: Response | To: client_5 | Msg: {'req_id': '5_3', 'resp_status': 'success'}
Timestamp: 2021-11-03 19:12:51.332761 | ProcessId: validator_4 | Action: Advancing to round due to QC | Object: 33 |
